Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Difference,Mechanical Power,Wear Rate,Thermal Stress
2,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,0.10435850208449447,378.4199999999996
1,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,0.11248374505040068,328.43999999999966
1,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,0.11146496808186944,358.44000000000034
1,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,0.12571022718344443,435.3099999999985
1,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,0.12570224710273717,485.51999999999947
1,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.799999999996,0.11970899462982208,355.97999999999956
1,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,0.123815967439908,437.5799999999995
2,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,0.11011904755350056,343.73999999999967
1,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,0.12575250827708861,394.7399999999996
2,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,56803.200000000004,0.12242268033349053,369.6600000000008
1,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,70067.9,0.13854989221927502,513.0600000000022
1,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,0.12104283046490202,312.11999999999966
2,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,69092.40000000001,0.14712471983037734,521.1600000000012
1,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,0.11254924022929136,245.43000000000055
1,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,0.14985163193631185,599.7599999999993
1,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.200000000004,0.14147018020702484,449.81999999999954
2,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,0.14767025079020052,500.8199999999995
2,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,51087.799999999996,0.12845728326462366,320.2800000000014
1,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,53097.5,0.13375394313327826,341.7000000000015
1,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,66839.5,0.1456773314188718,464.09999999999945
1,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,77361.59999999999,0.15859030825360476,585.0400000000006
1,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,78961.0,0.15516014223832017,578.8600000000007
1,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,54347.4,0.0,336.8100000000004
2,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,62451.6,0.001364256479287683,434.5199999999995
1,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,0.0030864197511812222,365.15999999999957
1,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,0.005158437726486044,491.6399999999995
1,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,57380.6,0.005944517829627134,386.57999999999953
1,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,60155.6,0.007387508389934514,412.07999999999953
1,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,0.009767092404382349,642.5999999999992
1,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,47642.5,0.009287925690843388,295.0
1,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,56167.799999999996,0.011470985147455474,382.7899999999987
2,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,90738.0,0.013380281680718111,645.3899999999978
2,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,74730.2,0.014454664905088918,495.9100000000011
1,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,53093.4,0.015114873025928129,324.2099999999989
2,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,46524.8,0.015552995382745969,270.6799999999991
2,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,51260.1,0.018903591670508132,326.2300000000007
1,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,0.023741007177164743,479.7499999999984
1,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,53943.4,0.024071526806003076,374.71000000000083
0,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,62928.00000000001,0.025694444426601078,441.370000000001
1,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,41229.4,0.02149437051100595,213.1100000000005
0,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,44640.0,0.024444444430864198,250.48000000000056
1,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,56388.0,0.03215223095003134,370.0
0,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,60192.0,0.03355263155687327,396.0
2,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,59241.6,0.03856749308638602,408.0
1,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,59953.6,0.03975741237213112,404.0
1,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,65596.0,0.042776998567477555,455.39999999999895
1,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,47082.0,0.03813559319725448,282.14999999999935
1,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,76634.7,0.04639543180128805,547.0
2,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,46550.0,0.038285714263836736,263.3399999999994
0,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,74985.3,0.04732927650620062,507.0
2,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,47628.0,0.046296296267718334,294.0
1,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,42564.6,0.04288070365976871,236.34000000000052
2,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,63627.200000000004,0.05494505490731795,437.0
1,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,59349.0,0.05104551042371124,361.34999999999917
2,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,69222.0,0.06115107909269706,498.0
1,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,63167.0,0.059904697032059424,430.0
1,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,39379.2,0.04388103362073085,193.92000000000044
1,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,56448.0,0.058673469350335794,363.6000000000008
1,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,52754.8,0.0591567022912796,335.3200000000008
1,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,57038.0,0.053185595538401326,319.1600000000007
0,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,58447.00000000001,0.0707581226925934,430.43999999999954
1,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,67061.2,0.07172701944865806,481.0099999999979
1,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,65572.8,0.07301808061681635,469.67999999999796
1,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,62749.8,0.07264086892556627,438.7800000000005
1,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,53667.00000000001,0.08164794001374685,414.0599999999982
0,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,62361.6,0.07974137925305935,465.91999999999894
2,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,70109.2,0.08454810489464423,531.4399999999988
2,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,52681.2,0.06934731930690716,322.34999999999997
1,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,64449.00000000001,0.08745519706992458,485.1
1,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,43338.9,0.07238762400911405,265.65000000000003
0,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,39812.299999999996,0.05918271486182118,198.22000000000043
2,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,55785.200000000004,0.08359923415213832,373.8
1,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,62122.6,0.08261405666916519,405.97999999999865
1,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,47154.0,0.07816091949530982,289.9699999999997
0,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,53071.200000000004,0.0912698412094776,372.0599999999988
2,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,64336.5,0.0966869505769527,461.09999999999854
1,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,47767.5,0.08405296483359069,291.4999999999991
1,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,40876.799999999996,0.06951620475832963,203.51999999999933
1,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,64715.4,0.10917030559740151,499.2599999999984
2,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,57791.4,0.09626345782377234,387.9599999999988
1,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,61596.00000000001,0.11877394626913873,500.32000000000113
2,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,59119.2,0.10835058653668006,432.48000000000087
0,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,63786.799999999996,0.1048492790924972,443.0800000000009
2,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,64077.3,0.11355815546210725,467.460000000001
1,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,52848.0,0.11444141681577559,385.20000000000164
1,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,66700.4,0.1294744858115198,538.4800000000012
2,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,68900.0,0.13230769220591715,561.8000000000012
1,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,66827.6,0.10631834744452104,426.3
1,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,56904.8,0.10326721114161773,351.9199999999989
1,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,47854.0,0.10623145394288934,301.039999999999
1,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,60328.799999999996,0.11970899462982208,422.93999999999863
1,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,51745.200000000004,0.11352357313056849,340.2599999999989
0,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,59210.00000000001,0.11935483863267429,404.9199999999987
1,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,49335.0,0.12516469029962798,344.49999999999886
1,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,57920.0,0.13259668499130062,427.99999999999955
1,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,72274.29999999999,0.12427930805619518,495.40999999999946
2,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,62347.2,0.13172043001900507,448.32999999999953
1,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.200000000004,0.11712772212058403,297.4599999999997
1,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,62141.4,0.13391072609333063,447.12000000000046
1,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,77849.1,0.14785142013994798,612.3600000000007
0,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,53474.2,0.1203758073280236,339.1199999999986
0,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,51428.0,0.12209302318482963,322.9200000000003
2,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,58576.2,0.153791130075972,452.5199999999981
2,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,72192.9,0.15672178277733875,560.5199999999976
2,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,61827.600000000006,0.0,430.1399999999996
1,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1,0.0018214936236663668,334.9099999999996
2,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,65811.2,0.003403675967730649,474.88000000000096
1,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,45299.1,0.004574042307276134,277.1300000000012
2,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,40897.5,0.005012531325808254,217.2999999999993
1,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,48253.4,0.007462686562880202,296.3899999999997
1,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,59706.600000000006,0.009596928976585458,408.7399999999996
2,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,55158.600000000006,0.009924109743184991,344.5399999999997
1,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,58075.6,0.01356852102200236,421.5800000000018
2,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,49878.0,0.014379084957922166,352.0800000000004
1,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,68401.5,0.01699524132087339,502.2000000000005
1,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,67456.8,0.019452449553708607,524.8800000000006
2,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,33782.4,0.011846405223918952,147.65999999999985
1,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5,0.02018927443521181,355.32000000000033
2,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,65946.8,0.02330363260911334,488.16000000000054
1,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,62995.2,0.023963730554427635,440.64000000000044
1,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,51258.9,0.024118738389536955,339.18999999999966
1,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,54708.49999999999,0.02570532913748882,367.0099999999996
0,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,62019.99999999999,0.030714285692346938,474.0099999999995
2,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,49941.0,0.029795158268283575,334.7999999999986
2,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,69322.0,0.03384207031596412,496.7999999999979
0,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,50220.0,0.03225806449685898,324.00000000000034
1,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,56869.399999999994,0.03558504219807898,367.0099999999996
1,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,59888.7,0.03758471963180239,394.8299999999996
2,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,68362.2,0.04506437765016854,528.1199999999977
1,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,51881.4,0.043506921527022464,369.3599999999985
2,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,53838.9,0.046353101536228285,392.6899999999996
2,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,54218.200000000004,0.045309508586273445,370.21999999999963
2,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,58102.200000000004,0.04865220246636936,412.56000000000046
1,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,58732.799999999996,0.048245614004858633,397.4400000000004
0,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,50676.0,0.048170731677944674,330.62999999999965
1,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,68736.4,0.05841446449345308,511.4599999999994
1,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,77666.40000000001,0.06112295660190266,596.1599999999975
1,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,77797.5,0.06504065035843262,620.9999999999974
2,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,63476.799999999996,0.057989690684284986,445.80999999999904
2,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,60092.7,0.059273422524363656,413.6399999999982
1,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,58815.5,0.06447280049397394,430.5499999999991
0,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,57290.700000000004,0.061751732790326565,393.4899999999992
2,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,60338.4,0.06350184952928369,401.76000000000045
1,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,61112.4,0.06608478798872519,415.28999999999917
2,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,72638.5,0.07686832734742467,563.5300000000018
1,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,59304.0,0.07861189796132301,457.80000000000143
1,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,61533.0,0.078965758155859,468.70000000000147
1,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,57334.2,0.0750163078440859,403.9200000000004
2,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,72711.9,0.0835117772423185,560.5200000000006
2,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,76753.59999999999,0.08426966286217018,582.1200000000006
1,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,51567.6,0.0701254275540904,320.4599999999993
1,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,47007.200000000004,0.07126567840862846,292.1199999999994
1,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,32819.200000000004,0.049531981259932925,138.24000000000015
1,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,62458.399999999994,0.08344113836776122,444.4
1,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,64080.0,0.0981273407504664,528.0
2,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,49734.0,0.07220412591085552,299.7000000000006
1,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,45881.6,0.07943925229004715,294.8
2,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,64195.6,0.09759547376407675,499.4
1,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,67137.09999999999,0.10689916595382928,564.9899999999983
1,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,75439.59999999999,0.11449159318295307,664.4
1,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,70131.0,0.09965635731982381,535.0199999999984
2,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,77158.4,0.10440340901675893,608.2799999999982
1,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,68182.0,0.10273972595702757,518.3699999999984
1,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,56807.1,0.10194500328508048,419.1
2,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,64666.0,0.10335570462862033,473.059999999999
2,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,70470.0,0.11629629621015088,568.9799999999989
1,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,60967.2,0.10471204181628792,434.90999999999906
1,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,59226.700000000004,0.10311903239775999,410.9300000000013
1,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,63474.0,0.11006711402008917,464.34000000000145
2,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,51268.6,0.09357384436664383,315.01000000000096
0,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,65487.200000000004,0.1125166443991234,475.2400000000015
1,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,69182.40000000001,0.12499999991020114,546.7
1,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,35490.0,0.08380952376961452,187.59000000000037
1,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,52348.799999999996,0.10336817647888026,334.4
1,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,54199.399999999994,0.10727056012677558,361.7600000000014
1,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,76125.4,0.14296936359546789,675.7400000000007
1,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,59532.299999999996,0.14186584414659534,518.6700000000005
1,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,77760.0,0.13777777767572016,645.1199999999993
1,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,74684.09999999999,0.13064628204958562,581.2800000000024
2,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,67360.0,0.11874999992578124,467.31000000000097
2,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,63669.6,0.134588563365001,497.280000000002
1,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,60256.7,0.1343385879819475,462.5600000000018
2,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,66092.8,0.13451086947383772,498.390000000001
1,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,63304.7,0.1406578025607713,496.15999999999946
1,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,66901.6,0.14625360220010547,535.0200000000011
1,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,54268.5,0.13032422115046138,379.5
1,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,51610.0,0.13035264475418598,357.5
1,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,64670.799999999996,0.1383189939521383,466.519999999999
1,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,56510.99999999999,0.1411371236514133,419.58000000000084
1,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,69839.40000000001,0.15279770433802173,551.1
1,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,38072.7,0.0,194.7
2,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,57338.200000000004,0.0013324450357545335,420.20000000000005
2,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,51519.6,0.0038431975373995403,435.6
2,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,51532.700000000004,0.004828002411087506,342.1
1,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,73581.6,0.008252063009563344,607.2
1,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,65147.6,0.008760107810808552,482.9
1,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,65351.00000000001,0.010489510482175167,507.26999999999845
2,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,48118.5,0.010210210204077952,320.789999999999
1,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,67394.9,0.013324450357545335,498.390000000001
2,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,63131.200000000004,0.01470588234311104,464.20000000000005
2,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,58855.5,0.01567398118139562,405.9
1,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,75258.4,0.02317880792783211,691.5300000000013
1,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,59211.600000000006,0.01879699246942544,411.81000000000085
1,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,60587.4,0.022130013815954346,460.9
2,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,58200.200000000004,0.02319236014789061,432.7299999999991
2,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,43797.6,0.020021645010810798,258.3299999999995
